sample_id,split,label,source_dataset,blur_score_px,occlusion_ratio,illumination_entropy_bits,quality_flag
train/fall/people(4995).jpg,train,fall,leeds_millennium,13.05,0.000,6.027,False
train/fall/people(4998).jpg,train,fall,leeds_millennium,21.32,0.000,6.378,True
train/fall/people(5).jpg,train,fall,leeds_millennium,4.04,0.002,7.754,False
train/fall/people(5001).jpg,train,fall,leeds_millennium,4.84,0.000,7.126,False
train/fall/people(5002).jpg,train,fall,leeds_millennium,3.61,0.108,7.651,False
train/fall/people(5003).jpg,train,fall,leeds_millennium,6.50,0.031,6.894,False
train/fall/people(5005).jpg,train,fall,leeds_millennium,6.71,0.056,7.792,False
train/fall/people(5012).jpg,train,fall,leeds_millennium,7.81,0.000,6.405,False
train/fall/people(5013).jpg,train,fall,leeds_millennium,3.43,0.010,7.706,False
train/fall/people(5016).jpg,train,fall,leeds_millennium,3.51,0.001,7.749,False
train/fall/people(5021).jpg,train,fall,leeds_millennium,3.66,0.058,7.794,False
train/fall/people(5022).jpg,train,fall,leeds_millennium,5.60,0.004,7.614,False
train/fall/people(5025).jpg,train,fall,leeds_millennium,5.57,0.000,7.690,False
train/fall/people(5031).jpg,train,fall,leeds_millennium,6.07,0.000,7.411,False
train/fall/people(5033).jpg,train,fall,leeds_millennium,5.86,0.045,7.454,False
train/fall/people(5034).jpg,train,fall,leeds_millennium,4.23,0.000,7.395,False
train/fall/people(5035).jpg,train,fall,leeds_millennium,3.21,0.000,7.713,False
train/fall/people(5036).jpg,train,fall,leeds_millennium,3.02,0.007,7.835,False
train/fall/people(5037).jpg,train,fall,leeds_millennium,7.37,0.001,7.670,False
train/fall/people(5039).jpg,train,fall,leeds_millennium,3.16,0.000,7.576,False
train/fall/people(5041).jpg,train,fall,leeds_millennium,4.36,0.023,7.800,False
train/fall/people(5045).jpg,train,fall,leeds_millennium,5.23,0.331,6.143,False
train/fall/people(5047).jpg,train,fall,leeds_millennium,5.20,0.056,7.588,False
train/fall/people(5049).jpg,train,fall,leeds_millennium,4.55,0.010,7.857,False
train/fall/people(5055).jpg,train,fall,leeds_millennium,5.09,0.001,7.672,False
train/fall/people(5060).jpg,train,fall,leeds_millennium,4.05,0.001,7.693,False
train/fall/people(5062).jpg,train,fall,leeds_millennium,4.13,0.000,7.625,False
train/fall/people(5066).jpg,train,fall,leeds_millennium,5.74,0.043,7.664,False
train/fall/people(5069).jpg,train,fall,leeds_millennium,3.85,0.001,7.862,False
train/fall/people(5071).jpg,train,fall,leeds_millennium,5.19,0.014,7.527,False
train/fall/people(5074).jpg,train,fall,leeds_millennium,5.48,0.004,7.706,False
train/fall/people(5079).jpg,train,fall,leeds_millennium,7.25,0.084,7.729,False
train/fall/people(5083).jpg,train,fall,leeds_millennium,4.92,0.099,7.165,False
train/fall/people(5099).jpg,train,fall,leeds_millennium,3.42,0.008,7.543,False
train/fall/people(5102).jpg,train,fall,leeds_millennium,4.32,0.022,7.510,False
train/fall/people(5108).jpg,train,fall,leeds_millennium,4.63,0.001,7.716,False
train/fall/people(5110).jpg,train,fall,leeds_millennium,4.37,0.004,7.627,False
train/fall/people(5112).jpg,train,fall,leeds_millennium,3.83,0.014,7.863,False
train/fall/people(5114).jpg,train,fall,leeds_millennium,3.96,0.044,7.858,False
train/fall/people(5118).jpg,train,fall,leeds_millennium,6.77,0.134,7.412,False
train/fall/people(514).jpg,train,fall,leeds_millennium,6.52,0.000,7.736,False
train/fall/people(5147).jpg,train,fall,leeds_millennium,5.08,0.015,7.613,False
train/fall/people(5150).jpg,train,fall,leeds_millennium,3.46,0.000,7.679,False
train/fall/people(5151).jpg,train,fall,leeds_millennium,8.72,0.054,7.713,False
train/fall/people(5154).jpg,train,fall,leeds_millennium,5.34,0.005,7.687,False
train/fall/people(5161).jpg,train,fall,leeds_millennium,4.75,0.057,7.833,False
train/fall/people(5162).jpg,train,fall,leeds_millennium,4.17,0.012,7.721,False
train/fall/people(5163).jpg,train,fall,leeds_millennium,13.51,0.026,5.594,False
train/fall/people(5165).jpg,train,fall,leeds_millennium,4.89,0.001,7.713,False
train/fall/people(5166).jpg,train,fall,leeds_millennium,5.61,0.005,7.637,False
train/fall/people(5171).jpg,train,fall,leeds_millennium,4.45,0.019,7.622,False
train/fall/people(5175).jpg,train,fall,leeds_millennium,4.18,0.006,7.804,False
train/fall/people(5179).jpg,train,fall,leeds_millennium,7.80,0.002,7.578,False
train/fall/people(519).jpg,train,fall,leeds_millennium,7.14,0.002,7.519,False
train/fall/people(5198).jpg,train,fall,leeds_millennium,5.33,0.015,7.408,False
train/fall/people(5203).jpg,train,fall,leeds_millennium,5.73,0.000,7.154,False
train/fall/people(5206).jpg,train,fall,leeds_millennium,3.71,0.013,7.718,False
train/fall/people(5213).jpg,train,fall,leeds_millennium,8.97,0.000,7.253,False
train/fall/people(5214).jpg,train,fall,leeds_millennium,2.67,0.000,7.725,False
train/fall/people(5216).jpg,train,fall,leeds_millennium,7.24,0.005,7.193,False
train/fall/people(5222).jpg,train,fall,leeds_millennium,4.89,0.002,6.991,False
train/fall/people(5224).jpg,train,fall,leeds_millennium,4.01,0.033,7.746,False
train/fall/people(5227).jpg,train,fall,leeds_millennium,4.92,0.000,7.695,False
train/fall/people(5232).jpg,train,fall,leeds_millennium,4.71,0.015,7.756,False
train/fall/people(5236).jpg,train,fall,leeds_millennium,4.81,0.003,7.773,False
train/fall/people(5242).jpg,train,fall,leeds_millennium,4.15,0.018,7.810,False
train/fall/people(5245).jpg,train,fall,leeds_millennium,4.63,0.000,7.740,False
train/fall/people(5246).jpg,train,fall,leeds_millennium,5.29,0.002,7.445,False
train/fall/people(5252).jpg,train,fall,leeds_millennium,3.87,0.034,7.638,False
train/fall/people(5253).jpg,train,fall,leeds_millennium,6.20,0.000,7.754,False
train/fall/people(5254).jpg,train,fall,leeds_millennium,5.12,0.003,7.828,False
train/fall/people(5255).jpg,train,fall,leeds_millennium,6.81,0.123,7.498,False
train/fall/people(5256).jpg,train,fall,leeds_millennium,4.30,0.000,7.321,False
train/fall/people(5264).jpg,train,fall,leeds_millennium,5.22,0.040,7.691,False
train/fall/people(5265).jpg,train,fall,leeds_millennium,3.21,0.026,7.718,False
train/fall/people(5266).jpg,train,fall,leeds_millennium,6.69,0.000,7.561,False
train/fall/people(5268).jpg,train,fall,leeds_millennium,5.04,0.001,7.478,False
train/fall/people(5272).jpg,train,fall,leeds_millennium,5.32,0.050,7.698,False
train/fall/people(5274).jpg,train,fall,leeds_millennium,5.75,0.058,7.712,False
train/fall/people(5275).jpg,train,fall,leeds_millennium,7.27,0.000,7.303,False
train/fall/people(5276).jpg,train,fall,leeds_millennium,5.08,0.009,6.753,False
train/fall/people(5278).jpg,train,fall,leeds_millennium,4.55,0.006,7.444,False
train/fall/people(528).jpg,train,fall,leeds_millennium,10.66,0.000,7.658,False
train/fall/people(5283).jpg,train,fall,leeds_millennium,5.78,0.038,7.515,False
train/fall/people(5285).jpg,train,fall,leeds_millennium,5.07,0.000,7.227,False
train/fall/people(5298).jpg,train,fall,leeds_millennium,4.95,0.004,7.417,False
train/fall/people(5299).jpg,train,fall,leeds_millennium,6.51,0.000,7.136,False
train/fall/people(5300).jpg,train,fall,leeds_millennium,5.23,0.001,7.642,False
train/fall/people(5301).jpg,train,fall,leeds_millennium,4.58,0.000,7.410,False
train/fall/people(5302).jpg,train,fall,leeds_millennium,5.66,0.000,7.618,False
train/fall/people(5306).jpg,train,fall,leeds_millennium,7.24,0.000,7.708,False
train/fall/people(5309).jpg,train,fall,leeds_millennium,6.37,0.000,7.147,False
train/fall/people(5310).jpg,train,fall,leeds_millennium,8.23,0.000,7.351,False
train/fall/people(5328).jpg,train,fall,leeds_millennium,4.97,0.001,7.623,False
train/fall/people(5329).jpg,train,fall,leeds_millennium,6.92,0.000,7.702,False
train/fall/people(5336).jpg,train,fall,leeds_millennium,4.48,0.010,7.545,False
train/fall/people(5338).jpg,train,fall,leeds_millennium,6.92,0.000,7.572,False
train/fall/people(5340).jpg,train,fall,leeds_millennium,5.22,0.000,7.659,False
train/fall/people(5343).jpg,train,fall,leeds_millennium,4.12,0.004,7.644,False
train/fall/people(5344).jpg,train,fall,leeds_millennium,4.97,0.000,7.502,False
train/fall/people(5345).jpg,train,fall,leeds_millennium,4.42,0.023,7.854,False
train/fall/people(5346).jpg,train,fall,leeds_millennium,6.31,0.106,7.650,False
train/fall/people(5347).jpg,train,fall,leeds_millennium,3.64,0.021,7.871,False
train/fall/people(5348).jpg,train,fall,leeds_millennium,6.32,0.000,7.061,False
train/fall/people(5349).jpg,train,fall,leeds_millennium,4.57,0.002,7.222,False
train/fall/people(535).jpg,train,fall,leeds_millennium,4.94,0.001,7.493,False
train/fall/people(5350).jpg,train,fall,leeds_millennium,8.65,0.000,7.550,False
train/fall/people(5351).jpg,train,fall,leeds_millennium,10.87,0.000,6.097,False
train/fall/people(5353).jpg,train,fall,leeds_millennium,5.15,0.054,7.805,False
train/fall/people(5355).jpg,train,fall,leeds_millennium,4.61,0.002,7.457,False
train/fall/people(5356).jpg,train,fall,leeds_millennium,3.38,0.020,7.683,False
train/fall/people(5357).jpg,train,fall,leeds_millennium,5.83,0.006,7.579,False
train/fall/people(5358).jpg,train,fall,leeds_millennium,6.81,0.125,7.779,False
train/fall/people(5363).jpg,train,fall,leeds_millennium,9.47,0.016,7.508,False
train/fall/people(5364).jpg,train,fall,leeds_millennium,4.89,0.005,7.674,False
train/fall/people(5365).jpg,train,fall,leeds_millennium,4.68,0.003,7.743,False
train/fall/people(5366).jpg,train,fall,leeds_millennium,9.61,0.000,7.421,False
train/fall/people(5368).jpg,train,fall,leeds_millennium,7.50,0.083,7.610,False
train/fall/people(5371).jpg,train,fall,leeds_millennium,4.68,0.021,7.760,False
train/fall/people(539).jpg,train,fall,leeds_millennium,6.51,0.002,7.435,False
train/fall/people(548).jpg,train,fall,leeds_millennium,5.83,0.000,7.281,False
train/fall/people(549).jpg,train,fall,leeds_millennium,7.00,0.000,7.249,False
train/fall/people(551).jpg,train,fall,leeds_millennium,4.71,0.004,7.688,False
train/fall/people(561).jpg,train,fall,leeds_millennium,5.36,0.195,7.535,False
train/fall/people(562).jpg,train,fall,leeds_millennium,8.18,0.000,7.588,False
train/fall/people(564).jpg,train,fall,leeds_millennium,6.29,0.006,7.439,False
train/fall/people(567).jpg,train,fall,leeds_millennium,4.19,0.002,7.729,False
train/fall/people(57).jpg,train,fall,leeds_millennium,7.52,0.001,7.291,False
train/fall/people(573).jpg,train,fall,leeds_millennium,4.73,0.011,7.626,False
train/fall/people(5825).jpg,train,fall,leeds_millennium,3.80,0.000,7.677,False
train/fall/people(5826).jpg,train,fall,leeds_millennium,2.17,0.015,7.838,False
train/fall/people(583).jpg,train,fall,leeds_millennium,5.90,0.018,6.903,False
train/fall/people(5833).jpg,train,fall,leeds_millennium,2.52,0.166,7.177,False
train/fall/people(5834).jpg,train,fall,leeds_millennium,2.08,0.015,7.762,False
train/fall/people(5838).jpg,train,fall,leeds_millennium,5.80,0.000,7.684,False
train/fall/people(5843).jpg,train,fall,leeds_millennium,4.25,0.000,7.081,False
train/fall/people(5844).jpg,train,fall,leeds_millennium,5.60,0.000,7.280,False
train/fall/people(585).jpg,train,fall,leeds_millennium,4.58,0.036,7.834,False
train/fall/people(5850).jpg,train,fall,leeds_millennium,3.80,0.015,7.527,False
train/fall/people(5851).jpg,train,fall,leeds_millennium,3.28,0.031,7.669,False
train/fall/people(5853).jpg,train,fall,leeds_millennium,6.07,0.002,7.007,False
train/fall/people(5857).jpg,train,fall,leeds_millennium,6.67,0.070,7.798,False
train/fall/people(586).jpg,train,fall,leeds_millennium,6.20,0.000,7.476,False
train/fall/people(5865).jpg,train,fall,leeds_millennium,4.69,0.048,7.549,False
train/fall/people(5866).jpg,train,fall,leeds_millennium,2.84,0.010,7.881,False
train/fall/people(5870).jpg,train,fall,leeds_millennium,3.76,0.001,7.709,False
train/fall/people(5872).jpg,train,fall,leeds_millennium,5.02,0.000,7.590,False
train/fall/people(5875).jpg,train,fall,leeds_millennium,4.37,0.001,7.280,False
train/fall/people(5876).jpg,train,fall,leeds_millennium,4.21,0.001,7.613,False
train/fall/people(5877).jpg,train,fall,leeds_millennium,4.32,0.000,7.746,False
train/fall/people(5879).jpg,train,fall,leeds_millennium,3.84,0.001,7.397,False
train/fall/people(5881).jpg,train,fall,leeds_millennium,4.94,0.012,7.689,False
train/fall/people(5882).jpg,train,fall,leeds_millennium,6.67,0.220,7.122,False
train/fall/people(5883).jpg,train,fall,leeds_millennium,13.76,0.002,6.408,False
train/fall/people(5884).jpg,train,fall,leeds_millennium,20.04,0.004,6.035,True
train/fall/people(5886).jpg,train,fall,leeds_millennium,10.89,0.000,6.903,False
train/fall/people(5888).jpg,train,fall,leeds_millennium,11.14,0.000,5.780,False
train/fall/people(5889).jpg,train,fall,leeds_millennium,3.21,0.004,7.143,False
train/fall/people(5895).jpg,train,fall,leeds_millennium,2.14,0.000,7.475,False
train/fall/people(5899).jpg,train,fall,leeds_millennium,3.28,0.046,7.810,False
train/fall/people(590).jpg,train,fall,leeds_millennium,6.29,0.000,7.779,False
train/fall/people(5900).jpg,train,fall,leeds_millennium,4.08,0.015,7.118,False
train/fall/people(5903).jpg,train,fall,leeds_millennium,5.04,0.003,7.603,False
train/fall/people(5906).jpg,train,fall,leeds_millennium,14.01,0.000,7.483,False
train/fall/people(5907).jpg,train,fall,leeds_millennium,10.13,0.000,6.877,False
train/fall/people(5908).jpg,train,fall,leeds_millennium,6.81,0.011,7.239,False
train/fall/people(5909).jpg,train,fall,leeds_millennium,5.09,0.023,7.680,False
train/fall/people(5911).jpg,train,fall,leeds_millennium,5.76,0.000,6.832,False
train/fall/people(5914).jpg,train,fall,leeds_millennium,4.59,0.001,7.387,False
train/fall/people(5915).jpg,train,fall,leeds_millennium,6.35,0.006,7.537,False
train/fall/people(5916).jpg,train,fall,leeds_millennium,6.46,0.073,7.283,False
train/fall/people(5917).jpg,train,fall,leeds_millennium,4.56,0.000,7.664,False
train/fall/people(5918).jpg,train,fall,leeds_millennium,5.58,0.002,6.754,False
train/fall/people(5919).jpg,train,fall,leeds_millennium,4.27,0.000,7.688,False
train/fall/people(5920).jpg,train,fall,leeds_millennium,6.20,0.016,6.838,False
train/fall/people(5921).jpg,train,fall,leeds_millennium,6.40,0.000,6.744,False
train/fall/people(5922).jpg,train,fall,leeds_millennium,6.80,0.024,6.462,False
train/fall/people(5928).jpg,train,fall,leeds_millennium,3.58,0.000,7.573,False
train/fall/people(5929).jpg,train,fall,leeds_millennium,6.15,0.028,7.574,False
train/fall/people(5932).jpg,train,fall,leeds_millennium,5.42,0.000,7.498,False
train/fall/people(5938).jpg,train,fall,leeds_millennium,6.15,0.166,7.486,False
train/fall/people(5939).jpg,train,fall,leeds_millennium,3.66,0.000,7.452,False
train/fall/people(5940).jpg,train,fall,leeds_millennium,3.56,0.006,7.728,False
train/fall/people(5943).jpg,train,fall,leeds_millennium,6.48,0.005,7.231,False
train/fall/people(5944).jpg,train,fall,leeds_millennium,5.38,0.029,7.800,False
train/fall/people(5953).jpg,train,fall,leeds_millennium,8.89,0.012,7.740,False
train/fall/people(5954).jpg,train,fall,leeds_millennium,6.16,0.006,6.628,False
train/fall/people(5955).jpg,train,fall,leeds_millennium,3.42,0.000,7.779,False
train/fall/people(5958).jpg,train,fall,leeds_millennium,6.90,0.028,7.311,False
train/fall/people(5959).jpg,train,fall,leeds_millennium,3.45,0.000,7.244,False
train/fall/people(5960).jpg,train,fall,leeds_millennium,6.33,0.018,7.566,False
train/fall/people(5961).jpg,train,fall,leeds_millennium,5.82,0.004,7.264,False
train/fall/people(5962).jpg,train,fall,leeds_millennium,6.28,0.032,7.205,False
train/fall/people(5964).jpg,train,fall,leeds_millennium,4.11,0.000,7.802,False
train/fall/people(5966).jpg,train,fall,leeds_millennium,5.22,0.000,7.158,False
train/fall/people(5967).jpg,train,fall,leeds_millennium,7.41,0.002,6.742,False
train/fall/people(5968).jpg,train,fall,leeds_millennium,3.04,0.029,7.538,False
train/fall/people(5969).jpg,train,fall,leeds_millennium,4.39,0.000,7.462,False
train/fall/people(597).jpg,train,fall,leeds_millennium,4.58,0.000,7.525,False
train/fall/people(5973).jpg,train,fall,leeds_millennium,6.88,0.001,6.855,False
train/fall/people(5974).jpg,train,fall,leeds_millennium,3.45,0.038,7.808,False
train/fall/people(5975).jpg,train,fall,leeds_millennium,3.93,0.018,7.414,False
train/fall/people(5977).jpg,train,fall,leeds_millennium,6.55,0.000,7.714,False
train/fall/people(5978).jpg,train,fall,leeds_millennium,4.48,0.001,7.683,False
train/fall/people(5979).jpg,train,fall,leeds_millennium,4.54,0.000,7.638,False
train/fall/people(5982).jpg,train,fall,leeds_millennium,4.26,0.002,7.038,False
train/fall/people(5983).jpg,train,fall,leeds_millennium,5.48,0.001,6.867,False
train/fall/people(5984).jpg,train,fall,leeds_millennium,4.45,0.000,7.735,False
train/fall/people(5985).jpg,train,fall,leeds_millennium,8.64,0.095,6.577,False
train/fall/people(5986).jpg,train,fall,leeds_millennium,4.84,0.016,7.770,False
train/fall/people(5987).jpg,train,fall,leeds_millennium,4.87,0.000,7.286,False
train/fall/people(5988).jpg,train,fall,leeds_millennium,10.21,0.000,6.073,False
train/fall/people(5989).jpg,train,fall,leeds_millennium,6.60,0.000,7.626,False
train/fall/people(599).jpg,train,fall,leeds_millennium,6.99,0.004,7.445,False
train/fall/people(5991).jpg,train,fall,leeds_millennium,3.46,0.049,7.116,False
train/fall/people(5994).jpg,train,fall,leeds_millennium,5.97,0.000,7.377,False
train/fall/people(5995).jpg,train,fall,leeds_millennium,4.22,0.004,7.464,False
train/fall/people(5996).jpg,train,fall,leeds_millennium,6.61,0.000,7.178,False
train/fall/people(5998).jpg,train,fall,leeds_millennium,8.70,0.038,7.502,False
train/fall/people(60).jpg,train,fall,leeds_millennium,7.09,0.004,7.657,False
train/fall/people(6000).jpg,train,fall,leeds_millennium,6.24,0.006,6.306,False
train/fall/people(6001).jpg,train,fall,leeds_millennium,2.56,0.020,7.442,False
train/fall/people(6002).jpg,train,fall,leeds_millennium,5.06,0.005,7.057,False
train/fall/people(6011).jpg,train,fall,leeds_millennium,3.49,0.000,7.056,False
train/fall/people(6012).jpg,train,fall,leeds_millennium,3.73,0.017,7.670,False
train/fall/people(6014).jpg,train,fall,leeds_millennium,3.60,0.021,7.698,False
train/fall/people(6016).jpg,train,fall,leeds_millennium,4.90,0.000,7.265,False
train/fall/people(6017).jpg,train,fall,leeds_millennium,7.78,0.009,7.588,False
train/fall/people(6021).jpg,train,fall,leeds_millennium,7.28,0.001,7.261,False
train/fall/people(6023).jpg,train,fall,leeds_millennium,4.13,0.078,7.792,False
train/fall/people(6024).jpg,train,fall,leeds_millennium,5.72,0.000,7.547,False
train/fall/people(6029).jpg,train,fall,leeds_millennium,4.62,0.021,6.869,False
train/fall/people(6031).jpg,train,fall,leeds_millennium,3.77,0.032,7.783,False
train/fall/people(6035).jpg,train,fall,leeds_millennium,8.22,0.003,6.755,False
train/fall/people(6037).jpg,train,fall,leeds_millennium,5.23,0.008,7.066,False
train/fall/people(6039).jpg,train,fall,leeds_millennium,6.21,0.009,7.496,False
train/fall/people(6041).jpg,train,fall,leeds_millennium,4.28,0.007,7.085,False
train/fall/people(6042).jpg,train,fall,leeds_millennium,6.11,0.000,7.425,False
train/fall/people(6043).jpg,train,fall,leeds_millennium,3.70,0.011,7.449,False
train/fall/people(6044).jpg,train,fall,leeds_millennium,7.93,0.000,6.169,False
train/fall/people(6045).jpg,train,fall,leeds_millennium,2.99,0.000,7.808,False
train/fall/people(6046).jpg,train,fall,leeds_millennium,5.13,0.016,7.244,False
train/fall/people(6047).jpg,train,fall,leeds_millennium,7.92,0.012,7.796,False
train/fall/people(6049).jpg,train,fall,leeds_millennium,6.71,0.003,7.151,False
train/fall/people(6050).jpg,train,fall,leeds_millennium,4.13,0.066,7.882,False
train/fall/people(6053).jpg,train,fall,leeds_millennium,9.03,0.003,5.931,False
train/fall/people(6055).jpg,train,fall,leeds_millennium,6.54,0.000,7.305,False
train/fall/people(606).jpg,train,fall,leeds_millennium,6.30,0.000,7.427,False
train/fall/people(6060).jpg,train,fall,leeds_millennium,8.02,0.000,7.195,False
train/fall/people(6061).jpg,train,fall,leeds_millennium,3.07,0.000,7.243,False
train/fall/people(6063).jpg,train,fall,leeds_millennium,8.88,0.013,7.103,False
train/fall/people(6067).jpg,train,fall,leeds_millennium,2.78,0.000,7.557,False
train/fall/people(6068).jpg,train,fall,leeds_millennium,8.40,0.000,4.735,False
train/fall/people(6070).jpg,train,fall,leeds_millennium,6.46,0.003,7.309,False
train/fall/people(6071).jpg,train,fall,leeds_millennium,9.85,0.000,7.382,False
train/fall/people(6072).jpg,train,fall,leeds_millennium,2.85,0.001,7.629,False
train/fall/people(6074).jpg,train,fall,leeds_millennium,10.51,0.021,6.734,False
train/fall/people(6077).jpg,train,fall,leeds_millennium,6.16,0.001,6.544,False
train/fall/people(6078).jpg,train,fall,leeds_millennium,8.95,0.000,6.024,False
train/fall/people(6079).jpg,train,fall,leeds_millennium,8.33,0.001,6.300,False
train/fall/people(608).jpg,train,fall,leeds_millennium,4.98,0.001,7.697,False
train/fall/people(6081).jpg,train,fall,leeds_millennium,3.65,0.001,6.883,False
train/fall/people(6082).jpg,train,fall,leeds_millennium,9.18,0.022,6.376,False
train/fall/people(6084).jpg,train,fall,leeds_millennium,3.21,0.001,7.673,False
train/fall/people(6085).jpg,train,fall,leeds_millennium,5.39,0.000,7.244,False
train/fall/people(6087).jpg,train,fall,leeds_millennium,6.37,0.008,7.144,False
train/fall/people(6088).jpg,train,fall,leeds_millennium,6.77,0.007,7.565,False
train/fall/people(6089).jpg,train,fall,leeds_millennium,6.06,0.002,7.200,False
train/fall/people(6093).jpg,train,fall,leeds_millennium,3.79,0.000,7.383,False
train/fall/people(6098).jpg,train,fall,leeds_millennium,4.45,0.000,7.674,False
train/fall/people(6099).jpg,train,fall,leeds_millennium,3.83,0.000,7.575,False
train/fall/people(6100).jpg,train,fall,leeds_millennium,4.91,0.012,7.682,False
train/fall/people(6102).jpg,train,fall,leeds_millennium,4.29,0.003,7.313,False
train/fall/people(6103).jpg,train,fall,leeds_millennium,4.53,0.000,7.450,False
train/fall/people(6105).jpg,train,fall,leeds_millennium,7.75,0.040,6.691,False
train/fall/people(6106).jpg,train,fall,leeds_millennium,4.96,0.000,7.806,False
train/fall/people(6112).jpg,train,fall,leeds_millennium,5.55,0.000,6.844,False
train/fall/people(6113).jpg,train,fall,leeds_millennium,6.63,0.012,7.336,False
train/fall/people(6115).jpg,train,fall,leeds_millennium,10.68,0.028,7.278,False
train/fall/people(6116).jpg,train,fall,leeds_millennium,4.02,0.008,7.853,False
train/fall/people(6117).jpg,train,fall,leeds_millennium,18.81,0.011,5.445,True
train/fall/people(612).jpg,train,fall,leeds_millennium,3.73,0.003,7.690,False
train/fall/people(6120).jpg,train,fall,leeds_millennium,2.86,0.000,7.408,False
train/fall/people(6121).jpg,train,fall,leeds_millennium,6.72,0.000,6.809,False
train/fall/people(6122).jpg,train,fall,leeds_millennium,3.67,0.000,7.571,False
train/fall/people(6125).jpg,train,fall,leeds_millennium,8.87,0.000,7.318,False
train/fall/people(6128).jpg,train,fall,leeds_millennium,4.58,0.060,7.613,False
train/fall/people(6129).jpg,train,fall,leeds_millennium,5.28,0.035,7.479,False
train/fall/people(6130).jpg,train,fall,leeds_millennium,3.40,0.000,7.677,False
train/fall/people(6133).jpg,train,fall,leeds_millennium,4.58,0.046,7.472,False
train/fall/people(6134).jpg,train,fall,leeds_millennium,4.58,0.014,7.717,False
train/fall/people(6135).jpg,train,fall,leeds_millennium,7.91,0.000,6.876,False
train/fall/people(6137).jpg,train,fall,leeds_millennium,4.91,0.023,7.630,False
train/fall/people(6138).jpg,train,fall,leeds_millennium,5.71,0.005,7.254,False
train/fall/people(6139).jpg,train,fall,leeds_millennium,2.81,0.001,7.731,False
train/fall/people(6142).jpg,train,fall,leeds_millennium,7.81,0.001,6.527,False
train/fall/people(6143).jpg,train,fall,leeds_millennium,2.57,0.019,7.769,False
train/fall/people(6144).jpg,train,fall,leeds_millennium,10.83,0.008,7.573,False
train/fall/people(6146).jpg,train,fall,leeds_millennium,5.54,0.000,7.511,False
train/fall/people(6149).jpg,train,fall,leeds_millennium,2.88,0.001,7.713,False
train/fall/people(6152).jpg,train,fall,leeds_millennium,6.56,0.052,7.678,False
train/fall/people(6158).jpg,train,fall,leeds_millennium,4.86,0.001,7.498,False
train/fall/people(6159).jpg,train,fall,leeds_millennium,5.33,0.003,7.065,False
train/fall/people(616).jpg,train,fall,leeds_millennium,9.15,0.000,7.474,False
train/fall/people(6160).jpg,train,fall,leeds_millennium,5.35,0.000,7.293,False
train/fall/people(6161).jpg,train,fall,leeds_millennium,10.39,0.000,6.828,False
train/fall/people(6165).jpg,train,fall,leeds_millennium,2.76,0.031,7.908,False
train/fall/people(6166).jpg,train,fall,leeds_millennium,5.01,0.013,7.571,False
train/fall/people(6170).jpg,train,fall,leeds_millennium,7.25,0.009,7.141,False
train/fall/people(6171).jpg,train,fall,leeds_millennium,3.02,0.063,7.852,False
train/fall/people(6173).jpg,train,fall,leeds_millennium,7.85,0.001,5.166,False
train/fall/people(6181).jpg,train,fall,leeds_millennium,3.37,0.014,7.728,False
train/fall/people(6182).jpg,train,fall,leeds_millennium,5.14,0.000,7.739,False
train/fall/people(6183).jpg,train,fall,leeds_millennium,4.55,0.000,5.453,False
train/fall/people(6184).jpg,train,fall,leeds_millennium,4.94,0.013,7.005,False
train/fall/people(6186).jpg,train,fall,leeds_millennium,4.38,0.000,7.630,False
train/fall/people(6188).jpg,train,fall,leeds_millennium,3.53,0.001,7.417,False
train/fall/people(6189).jpg,train,fall,leeds_millennium,4.16,0.006,7.581,False
train/fall/people(6190).jpg,train,fall,leeds_millennium,8.65,0.001,5.910,False
train/fall/people(6191).jpg,train,fall,leeds_millennium,12.73,0.110,7.382,False
train/fall/people(6194).jpg,train,fall,leeds_millennium,8.68,0.048,7.092,False
train/fall/people(6195).jpg,train,fall,leeds_millennium,4.41,0.080,7.771,False
train/fall/people(6200).jpg,train,fall,leeds_millennium,4.37,0.015,7.031,False
train/fall/people(6201).jpg,train,fall,leeds_millennium,4.22,0.000,7.272,False
train/fall/people(6205).jpg,train,fall,leeds_millennium,10.33,0.005,6.485,False
train/fall/people(6207).jpg,train,fall,leeds_millennium,4.63,0.023,7.670,False
train/fall/people(6208).jpg,train,fall,leeds_millennium,5.90,0.053,6.711,False
train/fall/people(621).jpg,train,fall,leeds_millennium,6.15,0.000,7.174,False
train/fall/people(6210).jpg,train,fall,leeds_millennium,8.77,0.003,7.566,False
train/fall/people(6212).jpg,train,fall,leeds_millennium,9.17,0.020,7.342,False
train/fall/people(6214).jpg,train,fall,leeds_millennium,3.79,0.003,7.332,False
train/fall/people(6215).jpg,train,fall,leeds_millennium,6.61,0.000,6.481,False
train/fall/people(6218).jpg,train,fall,leeds_millennium,15.88,0.006,7.073,True
train/fall/people(6219).jpg,train,fall,leeds_millennium,3.13,0.031,7.600,False
train/fall/people(622).jpg,train,fall,leeds_millennium,4.89,0.000,7.709,False
train/fall/people(6220).jpg,train,fall,leeds_millennium,7.04,0.055,6.604,False
train/fall/people(6222).jpg,train,fall,leeds_millennium,5.87,0.064,6.842,False
train/fall/people(6224).jpg,train,fall,leeds_millennium,7.38,0.009,7.197,False
train/fall/people(6225).jpg,train,fall,leeds_millennium,5.77,0.000,6.506,False
train/fall/people(6226).jpg,train,fall,leeds_millennium,3.68,0.000,7.519,False
